1,Name,Wii Sports
2,Name,Super Mario Bros.
3,Name,Mario Kart Wii
4,Name,Wii Sports Resort
5,Name,Pokemon Red/Pokemon Blue
6,Name,Tetris
7,Name,New Super Mario Bros.
8,Name,Wii Play
9,Name,New Super Mario Bros. Wii
10,Name,Duck Hunt
11,Name,Nintendogs
12,Name,Mario Kart DS
13,Name,Pokemon Gold/Pokemon Silver
14,Name,Wii Fit
15,Name,Wii Fit Plus
16,Name,Kinect Adventures!
17,Name,Grand Theft Auto V
18,Name,Grand Theft Auto: San Andreas
19,Name,Super Mario World
20,Name,Brain Age: Train Your Brain in Minutes a Day
21,Name,Pokemon Diamond/Pokemon Pearl
22,Name,Super Mario Land
23,Name,Super Mario Bros. 3
24,Name,Grand Theft Auto V
25,Name,Grand Theft Auto: Vice City
26,Name,Pokemon Ruby/Pokemon Sapphire
27,Name,Pokemon Black/Pokemon White
28,Name,Brain Age 2: More Training in Minutes a Day
29,Name,Gran Turismo 3: A-Spec
30,Name,Call of Duty: Modern Warfare 3
31,Name,Pokémon Yellow: Special Pikachu Edition
32,Name,Call of Duty: Black Ops
33,Name,Pokemon X/Pokemon Y
34,Name,Call of Duty: Black Ops 3
35,Name,Call of Duty: Black Ops II
36,Name,Call of Duty: Black Ops II
37,Name,Call of Duty: Modern Warfare 2
38,Name,Call of Duty: Modern Warfare 3
39,Name,Grand Theft Auto III
40,Name,Super Smash Bros. Brawl
41,Name,Call of Duty: Black Ops
42,Name,Animal Crossing: Wild World
43,Name,Mario Kart 7
44,Name,Halo 3
45,Name,Grand Theft Auto V
46,Name,Pokemon HeartGold/Pokemon SoulSilver
47,Name,Super Mario 64
48,Name,Gran Turismo 4
49,Name,Super Mario Galaxy
50,Name,Pokemon Omega Ruby/Pokemon Alpha Sapphire
1,Platform,Wii
2,Platform,NES
3,Platform,Wii
4,Platform,Wii
5,Platform,GB
6,Platform,GB
7,Platform,DS
8,Platform,Wii
9,Platform,Wii
10,Platform,NES
11,Platform,DS
12,Platform,DS
13,Platform,GB
14,Platform,Wii
15,Platform,Wii
16,Platform,X360
17,Platform,PS3
18,Platform,PS2
19,Platform,SNES
20,Platform,DS
21,Platform,DS
22,Platform,GB
23,Platform,NES
24,Platform,X360
25,Platform,PS2
26,Platform,GBA
27,Platform,DS
28,Platform,DS
29,Platform,PS2
30,Platform,X360
31,Platform,GB
32,Platform,X360
33,Platform,3DS
34,Platform,PS4
35,Platform,PS3
36,Platform,X360
37,Platform,X360
38,Platform,PS3
39,Platform,PS2
40,Platform,Wii
41,Platform,PS3
42,Platform,DS
43,Platform,3DS
44,Platform,X360
45,Platform,PS4
46,Platform,DS
47,Platform,N64
48,Platform,PS2
49,Platform,Wii
50,Platform,3DS
1,Year,2006
2,Year,1985
3,Year,2008
4,Year,2009
5,Year,1996
6,Year,1989
7,Year,2006
8,Year,2006
9,Year,2009
10,Year,1984
11,Year,2005
12,Year,2005
13,Year,1999
14,Year,2007
15,Year,2009
16,Year,2010
17,Year,2013
18,Year,2004
19,Year,1990
20,Year,2005
21,Year,2006
22,Year,1989
23,Year,1988
24,Year,2013
25,Year,2002
26,Year,2002
27,Year,2010
28,Year,2005
29,Year,2001
30,Year,2011
31,Year,1998
32,Year,2010
33,Year,2013
34,Year,2015
35,Year,2012
36,Year,2012
37,Year,2009
38,Year,2011
39,Year,2001
40,Year,2008
41,Year,2010
42,Year,2005
